Position,FullName,FirstName,LastName,RawTime,RoundedTime,Year,School,Date,Meet,
6583,Will Salmon,Will,Salmon,4:19.57,4:20,Sr,Rider,"May 4, 2024",MAAC Outdoor Track & Field Championships,
6584,Bramley Childress,Bramley,Childress,4:19.58,4:20,Fr,Concord,"March 23, 2024",Dr. Jack M Toms Invitational ,
6585,Jon Berzonsky,Jon,Berzonsky,4:19.59,4:20,Fr,California (Pa.),"March 16, 2024",Bethany Invitational,
6586,Roman Mai,Roman,Mai,4:19.59,4:20,Fr,Kansas Wesleyan,"May 2, 2024",Kansas Collegiate (KCAC) Outdoor Championships,
6587,Wyatt MAY,Wyatt,MAY,4:19.60,4:20,So,Montana St.-Billings,"March 29, 2024","Yellowjackets/Battlin"" Bears Open",
6588,Boden Sirey,Boden,Sirey,4:19.60,4:20,Fr,De Anza,"April 12, 2024",Laney - 4/12/24,
6589,Luis Saldana,Luis,Saldana,4:19.60,4:20,Sr,IU Kokomo (Ind.),"April 26, 2024",RSC Outdoor Track & Field Championships,
6590,Daniel Laird,Daniel,Laird,4:19.61,4:20,Fr,Georgia College,"March 9, 2024",CAU Panther Track and Field Classic Meet,
6591,Exavier Coburn,Exavier,Coburn,4:19.61,4:20,Sr,Central Methodist (Mo.),"March 30, 2024",Central Methodist Invite,
6592,Henry Rodrigues,Henry,Rodrigues,4:19.61,4:20,So,Kenyon,"April 26, 2024",Big Red Invitational,
6593,Morgan Stratton,Morgan,Stratton,4:19.62,4:20,Fr,Rose-Hulman,"April 6, 2024",Huntsman Family Invite,
6594,Juan Giron,Juan,Giron,4:19.62,4:20,Fr,Tulane,"April 12, 2024",Strawberry Relays,
6595,Patrick Kiernan,Patrick,Kiernan,4:19.62,4:20,Jr,VMI,"April 13, 2024",JMU Invitational,
6596,Keghan Thompson,Keghan,Thompson,4:19.63,4:20,Fr,Morehead State,"March 22, 2024",EKU Spring Invitational,
6597,Eric Burns,Eric,Burns,4:19.63,4:20,So,Ozarks (Mo.),"April 20, 2024",PSU Tune-Up,
6598,Zach Proctor,Zach,Proctor,4:19.64,4:20,So,Principia,"April 6, 2024",Illinois College True Blue Invite,
6599,Joey Grafton,Joey,Grafton,4:19.64,4:20,Sr,Pacific (Ore.),"April 13, 2024",L&C Larry Byerly Invite,
6600,Bradley Walton,Bradley,Walton,4:19.64,4:20,Fr,TCNJ,"April 26, 2024",TCNJ Lions Invite,
6601,Dustin Berger,Dustin,Berger,4:19.65,4:20,Jr,CUI,"March 8, 2024",2024 Ben Brown Invitational,
6602,Caleb Hawke,Caleb,Hawke,4:19.65,4:20,So,Grove City,"April 12, 2024",Westminster (Pa) Invitational,
6603,Reynaldo Torres,Reynaldo,Torres,4:19.67,4:20,So,Eastern Connecticut State,"March 30, 2024",Corsair Invitational,
6604,Luke Bentz,Luke,Bentz,4:19.67,4:20,Jr,Concordia (Mich.),"April 6, 2024",Spring Arbor Cougar Invite,
6605,Chase Porsche,Chase,Porsche,4:19.67,4:20,So,Judson (Ill.),"April 12, 2024",Marquette Invitational,
6606,Jonathan Petit-Frere,Jonathan,Petit-Frere,4:19.67,4:20,Fr,St. Thomas (Fla.),"April 19, 2024",STU Open 3,
6607,Ricky Tolentino,Ricky,Tolentino,4:19.69,4:20,So,Tarleton State,"March 16, 2024",Wes Kittley Invitational,
6608,Graedon Beeler,Graedon,Beeler,4:19.69,4:20,So,Chapman,"April 6, 2024",Pomona-Pitzer T&F Invite,
6609,Logan Skidmore,Logan,Skidmore,4:19.71,4:20,Jr,North Central (Ill.),"March 28, 2024",First Chance Invitational,
6610,Pierce Lashley,Pierce,Lashley,4:19.71,4:20,Fr,Oakland City (Ind.),"March 30, 2024",Hanover College Invitational,
6611,Pierce Nolan,Pierce,Nolan,4:19.71,4:20,Jr,York (Pa.),"April 5, 2024",41st Millersville Metrics Sponsored by Penn Medicine LGH Sports Med,
6612,Matt Santacoloma,Matt,Santacoloma,4:19.71,4:20,Sr,DeSales,"April 6, 2024",Muhlenberg Invite,
6613,Anthony Faust,Anthony,Faust,4:19.72,4:20,So,Rowan,"April 13, 2024",TCNJ Invitational,
6614,Victor Cazabal,Victor,Cazabal,4:19.73,4:20,Jr,Williams,"March 22, 2024",Thrills In The Hills,
6615,Cademon Galloway,Cademon,Galloway,4:19.74,4:20,So,West Florida,"March 2, 2024",MC Spring Cleaning,
6616,Max Baeder,Max,Baeder,4:19.74,4:20,Fr,Clark (Wash.),"March 9, 2024",LCC Open 2024,
6617,Martin Ratchford,Martin,Ratchford,4:19.74,4:20,So,Elizabethtown,"April 27, 2024",Blue Jay Tune Up,
6618,Eric Casey,Eric,Casey,4:19.75,4:20,Fr,Regis (Colo.),"April 6, 2024",Pomona-Pitzer T&F Invite,
6619,Finn Power,Finn,Power,4:19.76,4:20,Sr,Bentley,"April 6, 2024",Triton Invitational,
6620,Kelvin Kiprop,Kelvin,Kiprop,4:19.76,4:20,Fr,Mars Hill,"April 12, 2024",Asheville Bulldog Invitational,
6621,Ethan Easter,Ethan,Easter,4:19.76,4:20,Fr,Northwest Missouri,"April 25, 2024",Kip Janvrin Open,
6622,Dylan Stefans,Dylan,Stefans,4:19.76,4:20,Jr,Catholic (D.C.),"May 4, 2024",Landmark Outdoor Track & Field Championships,
6623,Caleb Babineaux,Caleb,Babineaux,4:19.77,4:20,Fr,Mississippi College,"March 2, 2024",MC Spring Cleaning,
6624,Ben Hanlon,Ben,Hanlon,4:19.77,4:20,Sr,Berry,"April 12, 2024",Berry Field Day Invitatinal,
6625,Jackson Royds,Jackson,Royds,4:19.78,4:20,So,Moravian,"April 6, 2024",Muhlenberg Invite,
6626,Kevin Chaney,Kevin,Chaney,4:19.78,4:20,So,St. Ambrose (Iowa),"April 6, 2024",Viking Olympics,
6627,Jason White,Jason,White,4:19.78,4:20,Jr,Simpson (Iowa),"April 12, 2024",Jim Duncan Invitational,
6628,Omar Ayala,Omar,Ayala,4:19.78,4:20,Fr,Modesto (Calif.) JC,"April 25, 2024",Big 8 Conference Championships,
6629,Ryan Aldana,Ryan,Aldana,4:19.79,4:20,Fr,Our Lady of the Lake (Texas),"March 23, 2024",Charles Austin Classic,
6630,Henry Woodall,Henry,Woodall,4:19.79,4:20,So,Mobile (Ala.),"April 23, 2024",SSAC 2024,
6631,Henry Ebben,Henry,Ebben,4:19.80,4:20,Fr,Hamilton,"March 23, 2024",Wesleyan - Swanson Invitational,
6632,Lane Thompson,Lane,Thompson,4:19.80,4:20,Fr,Point (Ga.),"April 5, 2024",UWG Legends,
6633,Jacob Wood,Jacob,Wood,4:19.80,4:20,So,Harding,"April 7, 2024",Rhodes 7-way Invitational,
6634,Mason McMahon,Mason,McMahon,4:19.81,4:20,Jr,Jacksonville State,"March 16, 2024",Montevallo Falcon Classic,
6635,Saim Syed,Saim,Syed,4:19.82,4:20,So,Ramapo,"March 30, 2024",Ramapo College Invitational,
6636,Westley Determan,Westley,Determan,4:19.82,4:20,So,Concordia (Neb.),"April 5, 2024",Concordia Invite,
6637,Daniel Hernandez,Daniel,Hernandez,4:19.82,4:20,Fr,Roberts Wesleyan,"May 9, 2024",Harrison Dillard Twilight,
6638,Will Moore,Will,Moore,4:19.83,4:20,So,Whitworth,"March 16, 2024",18th Sam Adams Classic,
6639,Luke Urban,Luke,Urban,4:19.83,4:20,So,Southwest Baptist,"March 22, 2024",Missouri S&T Miner Invitational,
6640,Brian McGarrity,Brian,McGarrity,4:19.83,4:20,Jr,East Stroudsburg,"March 23, 2024",Purple and Gold Invitational,
6641,Bryce Ward,Bryce,Ward,4:19.84,4:20,Fr,Santa Rosa (Calif.) JC,"March 21, 2024",Pat Ryan Invitational,
6642,Brennan Lackey,Brennan,Lackey,4:19.84,4:20,So,Florida Tech,"March 28, 2024",Embry-Riddle Running Elements Classic - Collegiate and Open,
6643,William Wilson,William,Wilson,4:19.84,4:20,Jr,Kenyon,"March 30, 2024",Tiffelberg Open,
6644,Robby Lloyd,Robby,Lloyd,4:19.84,4:20,Fr,Kutztown,"April 5, 2024",41st Millersville Metrics Sponsored by Penn Medicine LGH Sports Med,
6645,Jackson Salsman,Jackson,Salsman,4:19.85,4:20,Jr,Central Arkansas,"March 1, 2024",Hendrix Alumni Open,
6646,Lucas Moskovitz,Lucas,Moskovitz,4:19.85,4:20,So,Emory,"March 22, 2024",Thrills In The Hills,
6647,Seth Hamerski,Seth,Hamerski,4:19.85,4:20,So,Illinois Wesleyan,"March 29, 2024",Big Blue Alumni Invite,
6648,Kaden Pratt,Kaden,Pratt,4:19.85,4:20,Fr,Gardner-Webb,"April 19, 2024",Catamount Classic ,
6649,Vaughn Decker,Vaughn,Decker,4:19.86,4:20,So,Johns Hopkins,"March 30, 2024",Navy Outdoor Invitational,
6650,Luke Bledsoe,Luke,Bledsoe,4:19.86,4:20,Jr,Arkansas-Fort Smith,"April 20, 2024",PSU Tune-Up,
6651,Scott Davis,Scott,Davis,4:19.88,4:20,So,North Central Texas,"March 2, 2024",2024 Trinity Invitational,
6652,Luke Davey,Luke,Davey,4:19.89,4:20,Fr,Carthage,"April 6, 2024",Wisconsin Private College Championships,
6653,Peyton Brewer,Peyton,Brewer,4:19.89,4:20,Fr,Penn State Behrend,"May 4, 2024",United East (UEC) Track andand Field Championships,
6654,Martin Diaz,Martin,Diaz,4:19.90,4:20,Jr,Elmhurst,"March 28, 2024",First Chance Invitational,
6655,Cal Pritchett,Cal,Pritchett,4:19.90,4:20,Fr,Rockhurst,"March 28, 2024",ESU Relays,
6656,Silas Ebeling,Silas,Ebeling,4:19.90,4:20,Fr,Wisconsin Lutheran,"March 28, 2024",Wisconsin Lutheran Warrior Invitational,
6657,Solomon Greene,Solomon,Greene,4:19.90,4:20,So,Case Western Reserve,"March 30, 2024",Bob Kahn Invitational ,
6658,Josh Bout,Josh,Bout,4:19.90,4:20,Jr,Geneva,"April 6, 2024",Dave Labor Slippery Rock Invitational,
6659,Joshua Breard,Joshua,Breard,4:19.90,4:20,So,Kenyon,"April 20, 2024",Kenyon Spring Invitational,
6660,Patrick Kennedy,Patrick,Kennedy,4:19.91,4:20,Fr,Saint Anselm,"April 27, 2024",Skyhawk Invitational (outdoor),
6661,Dylan Hilger,Dylan,Hilger,4:19.91,4:20,Sr,Dakota State (S.D.),"May 3, 2024",USD Tune Up,
6662,Tom Germann,Tom,Germann,4:19.92,4:20,Sr,UNC Asheville,"March 24, 2024",Montreat Open,
6663,William Zane,William,Zane,4:19.92,4:20,So,West Chester,"April 13, 2024",Bill Butler Collegiate Invitational,
6664,Max Lefor,Max,Lefor,4:19.92,4:20,Fr,U-Mary,"April 25, 2024",U-Mary Classic,
6665,Andrew Klein,Andrew,Klein,4:19.92,4:20,Jr,Simpson (Iowa),"April 25, 2024",Kip Janvrin Open,
6666,Cale Thiessen,Cale,Thiessen,4:19.93,4:20,So,Southwest Baptist,"April 20, 2024",PSU Tune-Up,
6667,Adam Melnick,Adam,Melnick,4:19.94,4:20,Fr,Rhode Island,"March 29, 2024",Bryant Black and Gold Invitational,
6668,Nathaniel Malchow,Nathaniel,Malchow,4:19.94,4:20,Fr,Carleton,"May 1, 2024",St. Thomas Joe Sweeney Invitational,
6669,Simon Kemboi,Simon,Kemboi,4:19.95,4:20,So,Essex County (N.J.),"April 20, 2024",Morgan State Legacy Meet,
6670,Sean Murdock,Sean,Murdock,4:19.95,4:20,Fr,Muskingum,"May 2, 2024",OAC Outdoor Championships,
6671,Carter VanderMeer,Carter,VanderMeer,4:19.96,4:20,Jr,Huntington (Ind.),"April 19, 2024",Indiana Little State Invitational,
6672,Michael Strain,Michael,Strain,4:19.98,4:20,Fr,Quinnipiac,"March 30, 2024",Monmouth University Season Opener,
6673,William Harris,William,Harris,4:19.99,4:20,Sr,Haverford,"April 20, 2024",Paul Donahue Invite,
6674,Jude Mourad,Jude,Mourad,4:20.00,4:20,Fr,Wesleyan (Conn.),"April 7, 2024",Amherst Spring Fling,
6675,Jason Doland,Jason,Doland,4:20.01,4:20,Sr,Memphis,"March 30, 2024",Joey Haines Invitational,
6676,Romario Cruz,Romario,Cruz,4:20.01,4:20,Jr,Dickinson,"April 17, 2024",Shippensburg University Mid-Week PR Bonanza Meet,
6677,Dion Dial,Dion,Dial,4:20.03,4:20,Fr,Southern Nevada,"March 29, 2024",Arnie Robinson Invitational,
6678,Holden Tutich,Holden,Tutich,4:20.05,4:20,So,Grand Canyon,"March 16, 2024",Arizona Spring Break Fiesta,
6679,Yosef Solomon,Yosef,Solomon,4:20.05,4:20,Jr,Trine,"March 28, 2024",Marian University - Knight Open,
6680,Emmanuel Serna,Emmanuel,Serna,4:20.06,4:20,Jr,Angelo State,"April 26, 2024",Texas Tech Corky/Crofoot Shootout,
6681,Carter Lewis,Carter,Lewis,4:20.07,4:20,Jr,San Francisco,"March 2, 2024",Cal Opener,
6682,Brett Trainor,Brett,Trainor,4:20.07,4:20,Fr,Southern New Hampshire,"March 30, 2024",SNHU Spring Invitational,
6683,Ryder Rose,Ryder,Rose,4:20.07,4:20,So,Bridgewater (Va.),"April 26, 2024",ODAC Outdoor Championships,
6684,David Stango,David,Stango,4:20.07,4:20,Fr,Catholic (D.C.),"April 27, 2024",Blue Jay Tune Up,
6685,Tyman Smart,Tyman,Smart,4:20.08,4:20,So,Adams State,"March 23, 2024",New Mexico Spring Invitational,
6686,Jaelen Becho,Jaelen,Becho,4:20.08,4:20,Jr,Ouachita Baptist,"March 30, 2024",OBU Invite,
6687,Jeremiah Perry,Jeremiah,Perry,4:20.08,4:20,Jr,Greenville,"April 6, 2024",Illinois College True Blue Invite,
6688,John Kajmowicz,John,Kajmowicz,4:20.08,4:20,Fr,Governors State (Ill.),"May 3, 2024",Chicagoland (CCAC) Outdoor Championships,
6689,Adrian Archer,Adrian,Archer,4:20.09,4:20,So,Johns Hopkins,"March 30, 2024",Navy Outdoor Invitational,
6690,Zander Hartsuff,Zander,Hartsuff,4:20.09,4:20,Sr,Calvin,"April 25, 2024",GVSU Extra Weekend Meet,
6691,Trenton Brown,Trenton,Brown,4:20.10,4:20,Jr,Trinity Christian (Ill.),"April 5, 2024",Chicagoland Championships,
6692,Ryan Koenninger,Ryan,Koenninger,4:20.10,4:20,Fr,Clark (Wash.),"April 13, 2024",L&C Larry Byerly Invite,
6693,Tim Greiner,Tim,Greiner,4:20.11,4:20,Fr,Missouri S&T,"April 12, 2024",Mule Relays,
6694,Austin Molinaro,Austin,Molinaro,4:20.11,4:20,Fr,Robert Morris,"April 19, 2024",Benson/Hodge Memorial Invitational,
6695,Josh Gormley,Josh,Gormley,4:20.12,4:20,Fr,Northern Iowa,"April 6, 2024",Wartburg Outdoor Select,
6696,Logan Keeling,Logan,Keeling,4:20.12,4:20,So,North Central (Ill.),"April 13, 2024",Wheaton College Invitational,
6697,Joshua Lo,Joshua,Lo,4:20.13,4:20,Jr,Occidental,"March 2, 2024",SCIAC Multi-Dual 1,
6698,Joel Oquendo,Joel,Oquendo,4:20.13,4:20,Fr,Wilmington (Del.),"April 26, 2024",WCU Tune Up,
6699,Frank Lofton,Frank,Lofton,4:20.14,4:20,-,UC Davis Club,"March 16, 2024",2024 Hornet Invite,
6700,Shane Curran,Shane,Curran,4:20.14,4:20,Jr,Saint Francis (Pa.),"March 23, 2024",Virginia Opener,
6701,Emil Miller,Emil,Miller,4:20.14,4:20,Fr,Linfield,"April 13, 2024",L&C Larry Byerly Invite,
6702,Peter Basile,Peter,Basile,4:20.14,4:20,Jr,SUNY Plattsburgh,"April 20, 2024",Middlebury College TF Outdoor Meet,
6703,Jacob Littler,Jacob,Littler,4:20.16,4:20,Jr,Otterbein,"April 12, 2024",All-Ohio DIII Invitational,
6704,Hayden Tank,Hayden,Tank,4:20.16,4:20,Fr,Palm Beach Atlantic,"April 12, 2024",Keiser Twilight Invitational,
6705,Decquan Nisbett,Decquan,Nisbett,4:20.17,4:20,Fr,Talladega (Ala.),"March 28, 2024",Morehouse Relays,
6706,Duane Lee,Duane,Lee,4:20.17,4:20,Jr,Bethune-Cookman,"March 28, 2024",Embry-Riddle Running Elements Classic - Collegiate and Open,
6707,Jackson Waller,Jackson,Waller,4:20.18,4:20,Jr,Morgan State,"March 29, 2024",Towson Spring Invitational,
6708,Trevor Youngblood,Trevor,Youngblood,4:20.19,4:20,Fr,Oklahoma Panhandle State,"May 3, 2024",WSU Spring Open,
6709,Stevenson Barnes,Stevenson,Barnes,4:20.20,4:20,Sr,Johnson & Wales (N.C.),"March 15, 2024",2024 John-Hunter James Classic ,
6710,Michael Brockway,Michael,Brockway,4:20.20,4:20,Sr,SUNY Plattsburgh,"April 11, 2024",RPI Friday Night Under the Lights,
6711,Caleb West,Caleb,West,4:20.20,4:20,-,University of Georgia Club,"April 12, 2024",Berry Field Day Invitatinal,
6712,Teddy Salamone,Teddy,Salamone,4:20.20,4:20,Fr,Trinity (Conn.),"April 20, 2024",Trinity Invitational,
6713,Evan Hofstetter,Evan,Hofstetter,4:20.20,4:20,Fr,UC Santa Cruz,"June 13, 2024",2024 USATF U20 Championships,
6714,Barak Geary,Barak,Geary,4:20.21,4:20,Fr,UT Dallas,"March 9, 2024",UTA Invitational,
6715,Lorenzo Cilia,Lorenzo,Cilia,4:20.21,4:20,Fr,Cal State Monterey Bay,"March 22, 2024",Mangrum Invite,
6716,Brennan Ulrich,Brennan,Ulrich,4:20.22,4:20,Fr,Truman,"April 4, 2024",Truman State Invitational,
6717,Jose Morales,Jose,Morales,4:20.22,4:20,Fr,Harper (Ill.),"April 13, 2024",ONU Tiger Open,
6718,Michael Keegan,Michael,Keegan,4:20.22,4:20,Sr,MSOE,"April 19, 2024",Phil Esten Challenge,
6719,Jonah Brost,Jonah,Brost,4:20.22,4:20,Jr,British Columbia,"April 27, 2024",Ralph Vernacchia Invitational,
6720,Jonas Brooks,Jonas,Brooks,4:20.23,4:20,Fr,IU Kokomo (Ind.),"April 6, 2024",George Glass Invitational,
6721,Sahil Raj,Sahil,Raj,4:20.24,4:20,Fr,San Francisco,"March 16, 2024",2024 Hornet Invite,
6722,Brian Gall,Brian,Gall,4:20.24,4:20,Fr,Babson,"April 19, 2024",Sean Collier Invitational,
6723,Daniel Derby,Daniel,Derby,4:20.24,4:20,Fr,Mercyhurst,"April 27, 2024",Cardinal Classic (St John Fisher),
6724,Parker Key,Parker,Key,4:20.25,4:20,So,Campbell,"April 19, 2024",Aggie Invite,
6725,Drew Thayer,Drew,Thayer,4:20.26,4:20,Fr,Montevallo,"March 22, 2024",Thrills In The Hills,
6726,Malachi Thompson,Malachi,Thompson,4:20.27,4:20,Sr,Luther,"April 6, 2024",Norse Invitational,
6727,Matthew Santana,Matthew,Santana,4:20.27,4:20,Fr,Lebanon Valley,"April 27, 2024",Paul Kaiser Classic,
6728,Christian Long,Christian,Long,4:20.28,4:20,So,Crowder (Mo.),"March 22, 2024",Missouri S&T Miner Invitational,
6729,Jack Hollar,Jack,Hollar,4:20.28,4:20,Jr,Kutztown,"April 5, 2024",41st Millersville Metrics Sponsored by Penn Medicine LGH Sports Med,
6730,Jeremiah Barrera,Jeremiah,Barrera,4:20.29,4:20,Fr,Texas Southern,"April 6, 2024",Cameron Burrell Alumni Invitational,
6731,Jake Thoenen,Jake,Thoenen,4:20.29,4:20,Sr,Coast Guard,"April 6, 2024",Coast Guard Academy Spring Invitational,
6732,Zac Lamb,Zac,Lamb,4:20.29,4:20,So,Montevallo,"April 13, 2024",Troy Doc Anderson Invitational & Multi 2024,
6733,Armando Najera,Armando,Najera,4:20.29,4:20,So,Lynchburg,"April 13, 2024",Dennis Craddock Coaches Classic,
6734,Tate Smithhart,Tate,Smithhart,4:20.29,4:20,Jr,Oklahoma City,"April 26, 2024",Sooner Athletic Outdoor Championships,
6735,Luka Flores,Luka,Flores,4:20.30,4:20,Fr,Central (Iowa),"May 11, 2024",American Rivers Conference Championships,
6736,Thomas Macagg,Thomas,Macagg,4:20.32,4:20,Jr,Southern Wesleyan (S.C.),"March 24, 2024",Montreat Open,
6737,Kadan Allen,Kadan,Allen,4:20.33,4:20,Fr,Southern Utah,"March 22, 2024",Utah Tech Invitational,
6738,Bryce Brown,Bryce,Brown,4:20.33,4:20,Jr,Saginaw Valley State,"April 6, 2024",Golden Grizzlies,
6739,Quinten Carney,Quinten,Carney,4:20.33,4:20,So,Claremont-Mudd-Scripps,"April 6, 2024",Pomona-Pitzer T&F Invite,
6740,Ben Jordan,Ben,Jordan,4:20.33,4:20,So,Southern Oregon,"April 20, 2024",2024 Raider Invitational,
6741,Gus Smith,Gus,Smith,4:20.33,4:20,Fr,Rochester (N.Y.),"April 26, 2024",Rochester Spring Twilight,
6742,Donald Chambers,Donald,Chambers,4:20.33,4:20,So,Baker (Kan.),"May 3, 2024",Heart of America (HAAC) Outdoor Championships,
6743,Daniel Perez,Daniel,Perez,4:20.34,4:20,So,Texas A&M-Kingsville,"March 2, 2024",2024 Trinity Invitational,
6744,Josiah Sianez,Josiah,Sianez,4:20.34,4:20,So,Saint Xavier (Ill.),"April 27, 2024",ONU Outdoor Invite,
6745,Benjamin Iten,Benjamin,Iten,4:20.35,4:20,-,Club Northwest,"March 2, 2024",Ed Boitano Invitational,
6746,Zachary Eckhardt,Zachary,Eckhardt,4:20.35,4:20,Sr,RIT,"April 7, 2024",UR Alumni Invitational,
6747,Nathan Canale,Nathan,Canale,4:20.35,4:20,Fr,St. John Fisher,"April 12, 2024",Brockport Multi and Invitational,
6748,Connor Jackson,Connor,Jackson,4:20.35,4:20,Jr,Saint Francis (Ind.),"May 2, 2024",Crossroads League Outdoor Championships,
6749,Nico Grillo,Nico,Grillo,4:20.36,4:20,Jr,Portland,"March 16, 2024",L&C Electric Forest Collegiate Open,
6750,Jonah DeWitt,Jonah,DeWitt,4:20.38,4:20,Jr,Grove City,"April 18, 2024",John Papa Invitational,
6751,Gavin Shelton,Gavin,Shelton,4:20.38,4:20,So,Adrian,"April 20, 2024",Mike Becraft Invitational,
6752,Gavin Houghtaling,Gavin,Houghtaling,4:20.39,4:20,Jr,Vermont,"April 13, 2024",UMASS Commonwealth Invitational ,
6753,RJ Olson,RJ,Olson,4:20.39,4:20,Sr,Ripon,"May 3, 2024",The Fox River Showdown,
6754,Ryan Coceano,Ryan,Coceano,4:20.40,4:20,Fr,WPI,"April 6, 2024",Springfield College Outdoor Classic,
6755,Peter Lantz,Peter,Lantz,4:20.42,4:20,Sr,Allegheny (Pa.),"April 6, 2024",Dave Labor Slippery Rock Invitational,
6756,Joseph Gathje,Joseph,Gathje,4:20.42,4:20,Jr,"Saint John""s (Minn.)","April 12, 2024",Minnesota State Open,
6757,Yuji Yamada,Yuji,Yamada,4:20.42,4:20,Fr,Southwestern Oregon CC,"April 13, 2024",Steve Prefontaine Masters,
6758,Enoch Hines,Enoch,Hines,4:20.42,4:20,Fr,Trine,"April 13, 2024",Indiana DIII Championships,
6759,Eric East,Eric,East,4:20.42,4:20,Jr,UW-Stevens Point,"April 19, 2024",Viking Twilight Invitational,
6760,Christian Wetzel,Christian,Wetzel,4:20.42,4:20,Fr,Saint Anselm,"April 19, 2024",George Davis Invitational,
6761,Troy Coulston,Troy,Coulston,4:20.42,4:20,Jr,"St. Mary""s (Calif.)","April 26, 2024",Fresno State Invitational,
6762,Zachary Cooper,Zachary,Cooper,4:20.43,4:20,Fr,Alabama A&M,"March 16, 2024",49er Classic,
6763,Brad Beaver,Brad,Beaver,4:20.43,4:20,So,Southern Virginia,"April 13, 2024",Dennis Craddock Coaches Classic,
6764,Boris Mojsa,Boris,Mojsa,4:20.43,4:20,Fr,Chicago State,"April 20, 2024",Gibson Invitational,
6765,Arat Joanico,Arat,Joanico,4:20.44,4:20,Sr,Reinhardt (Ga.),"March 22, 2024",Don McGarey Invitational,
6766,Jeremy Cavallo,Jeremy,Cavallo,4:20.44,4:20,Sr,Wayne State (Mich.),"March 22, 2024",Polar Bear Invitational (Indiana Wesleyan),
6767,Nathan Moore,Nathan,Moore,4:20.45,4:20,Fr,Moravian,"March 30, 2024",Osprey Open,
6768,Max Weston,Max,Weston,4:20.45,4:20,Fr,Campbellsville (Ky.),"April 27, 2024",UL Clark Wood Inv TF 2024,
6769,Brooks Hovis,Brooks,Hovis,4:20.46,4:20,Sr,Southern Wesleyan (S.C.),"March 24, 2024",Montreat Open,
6770,David Price,David,Price,4:20.46,4:20,Jr,Bethel (Minn.),"April 13, 2024",Bethel Invitational,
6771,Aidan Stone,Aidan,Stone,4:20.46,4:20,So,John Carroll,"April 25, 2024",Walsh Invitational,
6772,Zach Glotzbecker,Zach,Glotzbecker,4:20.47,4:20,So,Capital,"April 6, 2024",VertKlasse Meeting,
6773,Robert Golden,Robert,Golden,4:20.48,4:20,So,Howard,"April 20, 2024",Morgan State Legacy Meet,
6774,Nathan Limas,Nathan,Limas,4:20.49,4:20,So,Grand View (Iowa),"March 28, 2024",Central College Dutch Invite,
6775,Frank Wenner,Frank,Wenner,4:20.49,4:20,Sr,UMass Dartmouth,"April 6, 2024",Coast Guard Academy Spring Invitational,
6776,Dylan Way,Dylan,Way,4:20.49,4:20,Fr,Lock Haven,"April 17, 2024",Shippensburg University Mid-Week PR Bonanza Meet,
6777,Parker Fenton,Parker,Fenton,4:20.50,4:21,Fr,Aquinas (Mich.),"April 13, 2024",DU Panther Classic,
6778,Bailey Webster,Bailey,Webster,4:20.50,4:21,So,Eureka,"April 13, 2024",Greenville Select Meet,
6779,Joey Alander,Joey,Alander,4:20.50,4:21,Fr,Swarthmore,"April 13, 2024",Bill Butler Collegiate Invitational,
6780,Gabe Herron,Gabe,Herron,4:20.50,4:21,Jr,USC Upstate,"April 27, 2024",2024 Charlotte Invite,
6781,Cole Stanchina,Cole,Stanchina,4:20.52,4:21,Jr,Chestnut Hill,"April 5, 2024",Ursinus T&F Invitational,
6782,Parker Brown,Parker,Brown,4:20.52,4:21,Fr,Arkansas-Fort Smith,"April 20, 2024",PSU Tune-Up,
6783,Ty Lauritzen,Ty,Lauritzen,4:20.52,4:21,Fr,Coast Guard,"April 20, 2024",Trinity Invitational,
6784,Nate Wheatley,Nate,Wheatley,4:20.53,4:21,Fr,Bellarmine,"April 5, 2024",Jim Vargo Invitational,
6785,Alexander Shepherd,Alexander,Shepherd,4:20.53,4:21,Jr,Kenyon,"April 26, 2024",Big Red Invitational,
6786,Mugisha Pomossene,Mugisha,Pomossene,4:20.53,4:21,So,Rio Grande (Ohio),"May 4, 2024",WVU Last Chance,
6787,David Gahagan,David,Gahagan,4:20.53,4:21,Fr,Penn State Behrend,"May 4, 2024",United East (UEC) Track andand Field Championships,
6788,Tristan Kelly,Tristan,Kelly,4:20.54,4:21,Jr,Union (Tenn.),"April 7, 2024",Rhodes 7-way Invitational,
